"kobo_farmer_id","country","name_question","name_choice","module","theme","indicator","label_choice","label_question","type","type_question","list_name","name_question_recla"
"275190625","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275190637","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275219208","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275219329","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275233962","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275481309","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275481379","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275499519","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275500098","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275595056","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275596442","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275596530","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275793251","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275793961","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275802604","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275802701","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275829210","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275830068","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"275853249","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276003238","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276003242","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276025610","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276025620","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276056134","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276181335","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276218821","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276218982","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276241400","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276519012","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276524020","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276771369","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276771508","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276771578","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276851467","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276851554","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"276851608","zimbabwe","_3_3_4_3_1/9","9","performance","environmental","water","Sep","During a normal year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_1"
"272796405","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272814288","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272951213","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272951350","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272978054","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272979074","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273077132","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273077277","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273098228","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273145192","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273308473","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273386767","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273387865","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273676899","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273677838","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273781271","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273782166","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785016","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785039","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785070","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785077","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785094","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785120","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273785134","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273964205","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274044701","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274044729","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274044776","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274044785","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274090924","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274165351","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274263193","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274287150","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274617146","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274665098","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274915240","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274915261","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275233962","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275234002","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275558655","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275740254","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275740299","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275853257","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"276057148","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"276241357","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"276524020","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"276851500","zimbabwe","_3_3_4_3_2/0","0","performance","environmental","water","None","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273368670","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273368690","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273694086","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273694095","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273973581","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273973585","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274169955","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274169989","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274272276","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274665075","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274883395","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"274883537","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275184810","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"275596442","zimbabwe","_3_3_4_3_2/1","1","performance","environmental","water","Jan","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272785806","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272814278","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272999349","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"272999394","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273075329","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273075337","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273309012","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273386759","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
"273386779","zimbabwe","_3_3_4_3_2/10","10","performance","environmental","water","Oct","During a flood year: During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock)","select_multiple 3_3_4_3","select_multiple","3_3_4_3","_3_3_4_3_2"
