,module,indicator,country,kobo_id,name_question,type,type_question,list_name,label_question,label_choice,name_choice,score_agroecology_module
3649,agroecology,10_fairness,zimbabwe,272979074,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3650,agroecology,10_fairness,zimbabwe,272999349,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3651,agroecology,10_fairness,zimbabwe,272999394,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3652,agroecology,10_fairness,zimbabwe,272999445,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3653,agroecology,10_fairness,zimbabwe,273000835,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3654,agroecology,10_fairness,zimbabwe,273075329,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3655,agroecology,10_fairness,zimbabwe,273075337,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3656,agroecology,10_fairness,zimbabwe,273077132,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3657,agroecology,10_fairness,zimbabwe,273077277,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3658,agroecology,10_fairness,zimbabwe,273098228,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3659,agroecology,10_fairness,zimbabwe,273098232,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3660,agroecology,10_fairness,zimbabwe,273128598,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3661,agroecology,10_fairness,zimbabwe,273129861,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3662,agroecology,10_fairness,zimbabwe,273145192,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3663,agroecology,10_fairness,zimbabwe,273308473,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3664,agroecology,10_fairness,zimbabwe,273309012,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3665,agroecology,10_fairness,zimbabwe,273344326,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3666,agroecology,10_fairness,zimbabwe,273368670,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3667,agroecology,10_fairness,zimbabwe,273368690,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3668,agroecology,10_fairness,zimbabwe,273386759,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3669,agroecology,10_fairness,zimbabwe,273386767,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3670,agroecology,10_fairness,zimbabwe,273386779,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3671,agroecology,10_fairness,zimbabwe,273387865,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3672,agroecology,10_fairness,zimbabwe,273395819,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3673,agroecology,10_fairness,zimbabwe,273395825,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3674,agroecology,10_fairness,zimbabwe,273437730,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3675,agroecology,10_fairness,zimbabwe,273438050,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3676,agroecology,10_fairness,zimbabwe,273554599,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3677,agroecology,10_fairness,zimbabwe,273581559,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3678,agroecology,10_fairness,zimbabwe,273581588,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3679,agroecology,10_fairness,zimbabwe,273676579,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3680,agroecology,10_fairness,zimbabwe,273676624,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3681,agroecology,10_fairness,zimbabwe,273676899,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3682,agroecology,10_fairness,zimbabwe,273677838,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3683,agroecology,10_fairness,zimbabwe,273694086,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3684,agroecology,10_fairness,zimbabwe,273694095,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3685,agroecology,10_fairness,zimbabwe,273701712,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3686,agroecology,10_fairness,zimbabwe,273701713,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3687,agroecology,10_fairness,zimbabwe,273732786,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3688,agroecology,10_fairness,zimbabwe,273732999,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3689,agroecology,10_fairness,zimbabwe,273781271,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3690,agroecology,10_fairness,zimbabwe,273782166,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3691,agroecology,10_fairness,zimbabwe,273785016,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3692,agroecology,10_fairness,zimbabwe,273785039,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3693,agroecology,10_fairness,zimbabwe,273785070,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3694,agroecology,10_fairness,zimbabwe,273785077,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3695,agroecology,10_fairness,zimbabwe,273785094,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3696,agroecology,10_fairness,zimbabwe,273785120,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3697,agroecology,10_fairness,zimbabwe,273785134,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3698,agroecology,10_fairness,zimbabwe,273954914,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3699,agroecology,10_fairness,zimbabwe,273955054,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3700,agroecology,10_fairness,zimbabwe,273955062,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3701,agroecology,10_fairness,zimbabwe,273955449,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3702,agroecology,10_fairness,zimbabwe,273955485,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3703,agroecology,10_fairness,zimbabwe,273955679,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3704,agroecology,10_fairness,zimbabwe,273955747,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3705,agroecology,10_fairness,zimbabwe,273957288,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3706,agroecology,10_fairness,zimbabwe,273957290,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3707,agroecology,10_fairness,zimbabwe,273957322,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3708,agroecology,10_fairness,zimbabwe,273962095,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3709,agroecology,10_fairness,zimbabwe,273962216,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3710,agroecology,10_fairness,zimbabwe,273964205,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3711,agroecology,10_fairness,zimbabwe,273973581,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3712,agroecology,10_fairness,zimbabwe,273973585,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3713,agroecology,10_fairness,zimbabwe,273980695,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3714,agroecology,10_fairness,zimbabwe,273981044,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3715,agroecology,10_fairness,zimbabwe,273981076,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3716,agroecology,10_fairness,zimbabwe,274044677,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3717,agroecology,10_fairness,zimbabwe,274044701,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3718,agroecology,10_fairness,zimbabwe,274044729,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3719,agroecology,10_fairness,zimbabwe,274044776,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3720,agroecology,10_fairness,zimbabwe,274044785,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3721,agroecology,10_fairness,zimbabwe,274090924,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3722,agroecology,10_fairness,zimbabwe,274119031,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3723,agroecology,10_fairness,zimbabwe,274119079,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3724,agroecology,10_fairness,zimbabwe,274119136,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3725,agroecology,10_fairness,zimbabwe,274119263,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3726,agroecology,10_fairness,zimbabwe,274163561,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3727,agroecology,10_fairness,zimbabwe,274165351,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3728,agroecology,10_fairness,zimbabwe,274169955,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3729,agroecology,10_fairness,zimbabwe,274169989,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3730,agroecology,10_fairness,zimbabwe,274179682,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3731,agroecology,10_fairness,zimbabwe,274186915,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3732,agroecology,10_fairness,zimbabwe,274186917,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3733,agroecology,10_fairness,zimbabwe,274240765,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3734,agroecology,10_fairness,zimbabwe,274263193,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3735,agroecology,10_fairness,zimbabwe,274272276,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3736,agroecology,10_fairness,zimbabwe,274273122,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3737,agroecology,10_fairness,zimbabwe,274287150,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3738,agroecology,10_fairness,zimbabwe,274573109,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3739,agroecology,10_fairness,zimbabwe,274573130,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3740,agroecology,10_fairness,zimbabwe,274575514,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3741,agroecology,10_fairness,zimbabwe,274575712,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3742,agroecology,10_fairness,zimbabwe,274576250,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3743,agroecology,10_fairness,zimbabwe,274576259,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3744,agroecology,10_fairness,zimbabwe,274576491,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3745,agroecology,10_fairness,zimbabwe,274594830,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3746,agroecology,10_fairness,zimbabwe,274594938,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3747,agroecology,10_fairness,zimbabwe,274617124,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3748,agroecology,10_fairness,zimbabwe,274617146,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3749,agroecology,10_fairness,zimbabwe,274665075,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3750,agroecology,10_fairness,zimbabwe,274665098,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3751,agroecology,10_fairness,zimbabwe,274879806,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3752,agroecology,10_fairness,zimbabwe,274883395,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3753,agroecology,10_fairness,zimbabwe,274883537,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3754,agroecology,10_fairness,zimbabwe,274886561,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3755,agroecology,10_fairness,zimbabwe,274890580,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3756,agroecology,10_fairness,zimbabwe,274895804,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3757,agroecology,10_fairness,zimbabwe,274902110,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3758,agroecology,10_fairness,zimbabwe,274905629,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3759,agroecology,10_fairness,zimbabwe,274915240,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3760,agroecology,10_fairness,zimbabwe,274915261,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3761,agroecology,10_fairness,zimbabwe,274915272,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3762,agroecology,10_fairness,zimbabwe,274915281,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3763,agroecology,10_fairness,zimbabwe,275184810,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3764,agroecology,10_fairness,zimbabwe,275185887,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3765,agroecology,10_fairness,zimbabwe,275188124,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3766,agroecology,10_fairness,zimbabwe,275190625,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3767,agroecology,10_fairness,zimbabwe,275190637,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3768,agroecology,10_fairness,zimbabwe,275217941,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3769,agroecology,10_fairness,zimbabwe,275218245,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3770,agroecology,10_fairness,zimbabwe,275219208,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3771,agroecology,10_fairness,zimbabwe,275219329,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3772,agroecology,10_fairness,zimbabwe,275233962,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3773,agroecology,10_fairness,zimbabwe,275234002,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3774,agroecology,10_fairness,zimbabwe,275477905,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3775,agroecology,10_fairness,zimbabwe,275478105,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3776,agroecology,10_fairness,zimbabwe,275481309,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3777,agroecology,10_fairness,zimbabwe,275481379,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3778,agroecology,10_fairness,zimbabwe,275499519,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3779,agroecology,10_fairness,zimbabwe,275500098,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3780,agroecology,10_fairness,zimbabwe,275519626,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3781,agroecology,10_fairness,zimbabwe,275519706,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3782,agroecology,10_fairness,zimbabwe,275533524,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3783,agroecology,10_fairness,zimbabwe,275533585,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3784,agroecology,10_fairness,zimbabwe,275558655,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3785,agroecology,10_fairness,zimbabwe,275558664,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Does not produce crops,NO_produce_crop,NA
3786,agroecology,10_fairness,zimbabwe,275595056,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
3787,agroecology,10_fairness,zimbabwe,275596442,_2_6_1_4_1,select_one 2_6_1_4,select_one,2_6_1_4,**Do you get a fair price for your produced CROPS?**,Produce crops but does not sell them,produce_crop,1
